datetime,unixtime,YEAR,MONTH,DAY,HOUR,TYPHOON NUMBER,CLUSTER NUMBER,LAT,LON
2023-06-06 00:00:00,1686009600,2023,6,6,0,2301,0,32.36459013849107,139.2868376096245
2023-06-06 06:00:00,1686031200,2023,6,6,6,2301,0,32.891712308425404,139.66533843101732
2023-06-06 12:00:00,1686052800,2023,6,6,12,2301,0,33.68634493113942,140.32399130572
2023-06-06 18:00:00,1686074400,2023,6,6,18,2301,0,34.210638530981576,140.79193998035976
2023-06-07 00:00:00,1686096000,2023,6,7,0,2301,0,35.05653595026574,141.48506982877126
2023-06-07 06:00:00,1686117600,2023,6,7,6,2301,0,35.99976868170819,142.23779758468405
2023-06-07 12:00:00,1686139200,2023,6,7,12,2301,0,36.62674012066353,142.75721961061777
2023-06-07 18:00:00,1686160800,2023,6,7,18,2301,0,37.55449633989978,143.57880938654293
2023-06-08 00:00:00,1686182400,2023,6,8,0,2301,0,38.17273444943911,144.1234655596908
2023-06-08 06:00:00,1686204000,2023,6,8,6,2301,0,39.079433961167396,144.86085766761215
2023-06-08 12:00:00,1686225600,2023,6,8,12,2301,0,39.97930307114091,145.5342444235304
2023-06-08 18:00:00,1686247200,2023,6,8,18,2301,0,40.578032536307056,145.95034097534673
2023-06-09 00:00:00,1686268800,2023,6,9,0,2301,0,41.41425112600421,146.74665559892105
2023-06-09 06:00:00,1686290400,2023,6,9,6,2301,0,41.98634871557682,147.33087189836777
2023-06-09 12:00:00,1686312000,2023,6,9,12,2301,0,42.79037236553146,148.21070413434214
2023-06-09 18:00:00,1686333600,2023,6,9,18,2301,0,43.5273885595386,149.09062533040935
2023-06-10 00:00:00,1686355200,2023,6,10,0,2301,0,44.015335161142616,149.74496044178022
2023-06-10 06:00:00,1686376800,2023,6,10,6,2301,0,44.68828437004942,150.74069901810816
2023-06-10 12:00:00,1686398400,2023,6,10,12,2301,0,45.39714285714286,151.59714285714284
2023-06-12 12:55:23,1686574523,2023,6,12,12,2302,2,15.494230769230768,138.95384615384617
2023-06-12 18:55:23,1686596123,2023,6,12,18,2302,2,15.803755059686498,138.5024320922823
2023-06-13 00:55:23,1686617723,2023,6,13,0,2302,2,16.230606847082694,137.7197868201715
2023-06-13 06:55:23,1686639323,2023,6,13,6,2302,2,16.632993561320145,136.96878578281033
2023-06-13 12:55:23,1686660923,2023,6,13,12,2302,2,16.937309634211175,136.45120417633214
2023-06-13 18:55:23,1686682523,2023,6,13,18,2302,2,17.464101032351707,135.6231603258632
2023-06-14 00:55:23,1686704123,2023,6,14,0,2302,2,18.084351657737095,134.86161490315553
2023-06-14 06:55:23,1686725723,2023,6,14,6,2302,2,18.48021933570572,134.33456629971886
2023-06-14 12:55:23,1686747323,2023,6,14,12,2302,2,19.085663240123083,133.55203178303557
2023-06-14 18:55:23,1686768923,2023,6,14,18,2302,2,19.644039027569786,132.72525879472522
2023-06-15 00:55:23,1686790523,2023,6,15,0,2302,2,20.059387073530807,132.1851729732773
2023-06-15 06:55:23,1686812123,2023,6,15,6,2302,2,20.66979222913395,131.37226062181253
2023-06-15 12:55:23,1686833723,2023,6,15,12,2302,2,21.2954135641258,130.514366129767
2023-06-15 18:55:23,1686855323,2023,6,15,18,2302,2,21.734174462896526,129.96457472063173
2023-06-16 00:55:23,1686876923,2023,6,16,0,2302,2,22.423394314357495,129.1600118519858
2023-06-16 06:55:23,1686898523,2023,6,16,6,2302,2,23.131946342475814,128.41711437819106
2023-06-16 12:55:23,1686920123,2023,6,16,12,2302,2,23.656640071573598,127.98679108192363
2023-06-16 18:55:23,1686941723,2023,6,16,18,2302,2,24.492194422725024,127.40866830827447
2023-06-17 00:55:23,1686963323,2023,6,17,0,2302,2,25.37851821627015,126.93640835261814
2023-06-17 06:55:23,1686984923,2023,6,17,6,2302,2,25.978185506159928,126.69242954768919
2023-06-17 12:55:23,1687006523,2023,6,17,12,2302,2,26.885073624001695,126.4015542543625
2023-06-17 18:55:23,1687028123,2023,6,17,18,2302,2,27.791030656014073,126.28074219292557
2023-06-18 00:55:23,1687049723,2023,6,18,0,2302,2,28.376482960561717,126.2648642753387
2023-06-18 06:55:23,1687071323,2023,6,18,6,2302,2,29.196769679871593,126.28172257201203
2023-06-18 12:55:23,1687092923,2023,6,18,12,2302,2,30.02860767159151,126.39891346215417
2023-06-18 18:55:23,1687114523,2023,6,18,18,2302,2,30.63572841805507,126.43971162802373
2023-06-19 00:55:23,1687136123,2023,6,19,0,2302,2,31.467791911632574,126.51476741184204
2023-06-19 06:55:23,1687157723,2023,6,19,6,2302,2,32.259181397484774,126.67734369409196
2023-06-19 12:55:23,1687179323,2023,6,19,12,2302,2,32.76618494120773,126.83970210109015
2023-06-19 18:55:23,1687200923,2023,6,19,18,2302,2,33.48974348553601,127.20872814832077
2023-06-20 00:55:23,1687222523,2023,6,20,0,2302,2,34.2302795366581,127.6533766128677
2023-06-20 06:55:23,1687244123,2023,6,20,6,2302,2,34.69776942532986,127.98515372540545
2023-06-20 12:55:23,1687265723,2023,6,20,12,2302,2,35.35891051368591,128.5035023624896
2023-06-20 18:55:23,1687287323,2023,6,20,18,2302,2,35.94810649120021,129.03668868952184
2023-06-21 00:55:23,1687308923,2023,6,21,0,2302,2,36.2936809990072,129.41449744570468
2023-06-21 06:55:23,1687330523,2023,6,21,6,2302,2,36.82011311628318,129.9749709024892
2023-06-21 12:55:23,1687352123,2023,6,21,12,2302,2,37.24194281716512,130.49743811318606
2023-06-21 18:55:23,1687373723,2023,6,21,18,2302,2,37.61153846153846,131.1557692307692
2023-06-24 01:50:46,1687571446,2023,6,24,1,2303,0,17.42285714285714,144.77999999999997
2023-06-24 07:50:46,1687593046,2023,6,24,7,2303,0,17.997105118583605,144.38415262054886
2023-06-24 13:50:46,1687614646,2023,6,24,13,2303,0,18.917354118955227,143.7149933989054
2023-06-24 19:50:46,1687636246,2023,6,24,19,2303,0,19.46322294850417,143.23332227116163
2023-06-25 01:50:46,1687657846,2023,6,25,1,2303,0,20.224814875902165,142.44997929502415
2023-06-25 07:50:46,1687679446,2023,6,25,7,2303,0,21.004613700705487,141.7027515458868
2023-06-25 13:50:46,1687701046,2023,6,25,13,2303,0,21.550247279849316,141.19923990082907
2023-06-25 19:50:46,1687722646,2023,6,25,19,2303,0,22.325150737281028,140.55171011163074
2023-06-26 01:50:46,1687744246,2023,6,26,1,2303,0,22.83896880691533,140.17729307134283
2023-06-26 07:50:46,1687765846,2023,6,26,7,2303,0,23.64794909069266,139.64996294242053
2023-06-26 13:50:46,1687787446,2023,6,26,13,2303,0,24.442674986594454,139.24354950858927
2023-06-26 19:50:46,1687809046,2023,6,26,19,2303,0,24.993845713947273,139.01301949524017
2023-06-27 01:50:46,1687830646,2023,6,27,1,2303,0,25.840075483957825,138.67443018483928
2023-06-27 07:50:46,1687852246,2023,6,27,7,2303,0,26.414314199046302,138.42493952588833
2023-06-27 13:50:46,1687873846,2023,6,27,13,2303,0,27.33876192322241,138.15984900888867
2023-06-27 19:50:46,1687895446,2023,6,27,19,2303,0,28.383708320301995,138.0533570196097
2023-06-28 01:50:46,1687917046,2023,6,28,1,2303,0,29.038877917068824,138.06324609856878
2023-06-28 07:50:46,1687938646,2023,6,28,7,2303,0,29.99814204461354,138.29030693592514
2023-06-28 13:50:46,1687960246,2023,6,28,13,2303,0,30.630349956720245,138.46393171415716
2023-06-28 19:50:46,1687981846,2023,6,28,19,2303,0,31.55052221283461,138.80497722405866
2023-06-29 01:50:46,1688003446,2023,6,29,1,2303,0,32.36459013849107,139.2868376096245
2023-06-29 07:50:46,1688025046,2023,6,29,7,2303,0,32.891712308425404,139.66533843101732
2023-06-29 13:50:46,1688046646,2023,6,29,13,2303,0,33.68634493113942,140.32399130572
2023-06-29 19:50:46,1688068246,2023,6,29,19,2303,0,34.210638530981576,140.79193998035976
2023-06-30 01:50:46,1688089846,2023,6,30,1,2303,0,35.05653595026574,141.48506982877126
2023-06-30 07:50:46,1688111446,2023,6,30,7,2303,0,35.99976868170819,142.23779758468405
2023-06-30 13:50:46,1688133046,2023,6,30,13,2303,0,36.62674012066353,142.75721961061777
2023-06-30 19:50:46,1688154646,2023,6,30,19,2303,0,37.55449633989978,143.57880938654293
2023-07-01 01:50:46,1688176246,2023,7,1,1,2303,0,38.17273444943911,144.1234655596908
2023-07-01 07:50:46,1688197846,2023,7,1,7,2303,0,39.079433961167396,144.86085766761215
2023-07-01 13:50:46,1688219446,2023,7,1,13,2303,0,39.97930307114091,145.5342444235304
2023-07-01 19:50:46,1688241046,2023,7,1,19,2303,0,40.578032536307056,145.95034097534673
2023-07-02 01:50:46,1688262646,2023,7,2,1,2303,0,41.41425112600421,146.74665559892105
2023-07-02 07:50:46,1688284246,2023,7,2,7,2303,0,41.98634871557682,147.33087189836777
2023-07-02 13:50:46,1688305846,2023,7,2,13,2303,0,42.79037236553146,148.21070413434214
2023-07-02 19:50:46,1688327446,2023,7,2,19,2303,0,43.5273885595386,149.09062533040935
2023-07-03 01:50:46,1688349046,2023,7,3,1,2303,0,44.015335161142616,149.74496044178022
2023-07-03 07:50:46,1688370646,2023,7,3,7,2303,0,44.68828437004942,150.74069901810816
2023-07-03 13:50:46,1688392246,2023,7,3,13,2303,0,45.39714285714286,151.59714285714284
2023-07-05 14:46:09,1688568369,2023,7,5,14,2304,2,15.494230769230768,138.95384615384617
2023-07-05 20:46:09,1688589969,2023,7,5,20,2304,2,15.803755059686498,138.5024320922823
2023-07-06 02:46:09,1688611569,2023,7,6,2,2304,2,16.230606847082694,137.7197868201715
2023-07-06 08:46:09,1688633169,2023,7,6,8,2304,2,16.632993561320145,136.96878578281033
2023-07-06 14:46:09,1688654769,2023,7,6,14,2304,2,16.937309634211175,136.45120417633214
2023-07-06 20:46:09,1688676369,2023,7,6,20,2304,2,17.464101032351707,135.6231603258632
2023-07-07 02:46:09,1688697969,2023,7,7,2,2304,2,18.084351657737095,134.86161490315553
2023-07-07 08:46:09,1688719569,2023,7,7,8,2304,2,18.48021933570572,134.33456629971886
2023-07-07 14:46:09,1688741169,2023,7,7,14,2304,2,19.085663240123083,133.55203178303557
2023-07-07 20:46:09,1688762769,2023,7,7,20,2304,2,19.644039027569786,132.72525879472522
2023-07-08 02:46:09,1688784369,2023,7,8,2,2304,2,20.059387073530807,132.1851729732773
2023-07-08 08:46:09,1688805969,2023,7,8,8,2304,2,20.66979222913395,131.37226062181253
2023-07-08 14:46:09,1688827569,2023,7,8,14,2304,2,21.2954135641258,130.514366129767
2023-07-08 20:46:09,1688849169,2023,7,8,20,2304,2,21.734174462896526,129.96457472063173
2023-07-09 02:46:09,1688870769,2023,7,9,2,2304,2,22.423394314357495,129.1600118519858
2023-07-09 08:46:09,1688892369,2023,7,9,8,2304,2,23.131946342475814,128.41711437819106
2023-07-09 14:46:09,1688913969,2023,7,9,14,2304,2,23.656640071573598,127.98679108192363
2023-07-09 20:46:09,1688935569,2023,7,9,20,2304,2,24.492194422725024,127.40866830827447
2023-07-10 02:46:09,1688957169,2023,7,10,2,2304,2,25.37851821627015,126.93640835261814
2023-07-10 08:46:09,1688978769,2023,7,10,8,2304,2,25.978185506159928,126.69242954768919
2023-07-10 14:46:09,1689000369,2023,7,10,14,2304,2,26.885073624001695,126.4015542543625
2023-07-10 20:46:09,1689021969,2023,7,10,20,2304,2,27.791030656014073,126.28074219292557
2023-07-11 02:46:09,1689043569,2023,7,11,2,2304,2,28.376482960561717,126.2648642753387
2023-07-11 08:46:09,1689065169,2023,7,11,8,2304,2,29.196769679871593,126.28172257201203
2023-07-11 14:46:09,1689086769,2023,7,11,14,2304,2,30.02860767159151,126.39891346215417
2023-07-11 20:46:09,1689108369,2023,7,11,20,2304,2,30.63572841805507,126.43971162802373
2023-07-12 02:46:09,1689129969,2023,7,12,2,2304,2,31.467791911632574,126.51476741184204
2023-07-12 08:46:09,1689151569,2023,7,12,8,2304,2,32.259181397484774,126.67734369409196
2023-07-12 14:46:09,1689173169,2023,7,12,14,2304,2,32.76618494120773,126.83970210109015
2023-07-12 20:46:09,1689194769,2023,7,12,20,2304,2,33.48974348553601,127.20872814832077
2023-07-13 02:46:09,1689216369,2023,7,13,2,2304,2,34.2302795366581,127.6533766128677
2023-07-13 08:46:09,1689237969,2023,7,13,8,2304,2,34.69776942532986,127.98515372540545
2023-07-13 14:46:09,1689259569,2023,7,13,14,2304,2,35.35891051368591,128.5035023624896
2023-07-13 20:46:09,1689281169,2023,7,13,20,2304,2,35.94810649120021,129.03668868952184
2023-07-14 02:46:09,1689302769,2023,7,14,2,2304,2,36.2936809990072,129.41449744570468
2023-07-14 08:46:09,1689324369,2023,7,14,8,2304,2,36.82011311628318,129.9749709024892
2023-07-14 14:46:09,1689345969,2023,7,14,14,2304,2,37.24194281716512,130.49743811318606
2023-07-14 20:46:09,1689367569,2023,7,14,20,2304,2,37.61153846153846,131.1557692307692
2023-07-17 03:41:32,1689565292,2023,7,17,3,2305,0,17.42285714285714,144.77999999999997
2023-07-17 09:41:32,1689586892,2023,7,17,9,2305,0,17.997105118583605,144.38415262054886
2023-07-17 15:41:32,1689608492,2023,7,17,15,2305,0,18.917354118955227,143.7149933989054
2023-07-17 21:41:32,1689630092,2023,7,17,21,2305,0,19.46322294850417,143.23332227116163
2023-07-18 03:41:32,1689651692,2023,7,18,3,2305,0,20.224814875902165,142.44997929502415
2023-07-18 09:41:32,1689673292,2023,7,18,9,2305,0,21.004613700705487,141.7027515458868
2023-07-18 15:41:32,1689694892,2023,7,18,15,2305,0,21.550247279849316,141.19923990082907
2023-07-18 21:41:32,1689716492,2023,7,18,21,2305,0,22.325150737281028,140.55171011163074
2023-07-19 03:41:32,1689738092,2023,7,19,3,2305,0,22.83896880691533,140.17729307134283
2023-07-19 09:41:32,1689759692,2023,7,19,9,2305,0,23.64794909069266,139.64996294242053
2023-07-19 15:41:32,1689781292,2023,7,19,15,2305,0,24.442674986594454,139.24354950858927
2023-07-19 21:41:32,1689802892,2023,7,19,21,2305,0,24.993845713947273,139.01301949524017
2023-07-20 03:41:32,1689824492,2023,7,20,3,2305,0,25.840075483957825,138.67443018483928
2023-07-20 09:41:32,1689846092,2023,7,20,9,2305,0,26.414314199046302,138.42493952588833
2023-07-20 15:41:32,1689867692,2023,7,20,15,2305,0,27.33876192322241,138.15984900888867
2023-07-20 21:41:32,1689889292,2023,7,20,21,2305,0,28.383708320301995,138.0533570196097
2023-07-21 03:41:32,1689910892,2023,7,21,3,2305,0,29.038877917068824,138.06324609856878
2023-07-21 09:41:32,1689932492,2023,7,21,9,2305,0,29.99814204461354,138.29030693592514
2023-07-21 15:41:32,1689954092,2023,7,21,15,2305,0,30.630349956720245,138.46393171415716
2023-07-21 21:41:32,1689975692,2023,7,21,21,2305,0,31.55052221283461,138.80497722405866
2023-07-22 03:41:32,1689997292,2023,7,22,3,2305,0,32.36459013849107,139.2868376096245
2023-07-22 09:41:32,1690018892,2023,7,22,9,2305,0,32.891712308425404,139.66533843101732
2023-07-22 15:41:32,1690040492,2023,7,22,15,2305,0,33.68634493113942,140.32399130572
2023-07-22 21:41:32,1690062092,2023,7,22,21,2305,0,34.210638530981576,140.79193998035976
2023-07-23 03:41:32,1690083692,2023,7,23,3,2305,0,35.05653595026574,141.48506982877126
2023-07-23 09:41:32,1690105292,2023,7,23,9,2305,0,35.99976868170819,142.23779758468405
2023-07-23 15:41:32,1690126892,2023,7,23,15,2305,0,36.62674012066353,142.75721961061777
2023-07-23 21:41:32,1690148492,2023,7,23,21,2305,0,37.55449633989978,143.57880938654293
2023-07-24 03:41:32,1690170092,2023,7,24,3,2305,0,38.17273444943911,144.1234655596908
2023-07-24 09:41:32,1690191692,2023,7,24,9,2305,0,39.079433961167396,144.86085766761215
2023-07-24 15:41:32,1690213292,2023,7,24,15,2305,0,39.97930307114091,145.5342444235304
2023-07-24 21:41:32,1690234892,2023,7,24,21,2305,0,40.578032536307056,145.95034097534673
2023-07-25 03:41:32,1690256492,2023,7,25,3,2305,0,41.41425112600421,146.74665559892105
2023-07-25 09:41:32,1690278092,2023,7,25,9,2305,0,41.98634871557682,147.33087189836777
2023-07-25 15:41:32,1690299692,2023,7,25,15,2305,0,42.79037236553146,148.21070413434214
2023-07-25 21:41:32,1690321292,2023,7,25,21,2305,0,43.5273885595386,149.09062533040935
2023-07-26 03:41:32,1690342892,2023,7,26,3,2305,0,44.015335161142616,149.74496044178022
2023-07-26 09:41:32,1690364492,2023,7,26,9,2305,0,44.68828437004942,150.74069901810816
2023-07-26 15:41:32,1690386092,2023,7,26,15,2305,0,45.39714285714286,151.59714285714284
2023-07-28 16:36:55,1690562215,2023,7,28,16,2306,2,15.494230769230768,138.95384615384617
2023-07-28 22:36:55,1690583815,2023,7,28,22,2306,2,15.803755059686498,138.5024320922823
2023-07-29 04:36:55,1690605415,2023,7,29,4,2306,2,16.230606847082694,137.7197868201715
2023-07-29 10:36:55,1690627015,2023,7,29,10,2306,2,16.632993561320145,136.96878578281033
2023-07-29 16:36:55,1690648615,2023,7,29,16,2306,2,16.937309634211175,136.45120417633214
2023-07-29 22:36:55,1690670215,2023,7,29,22,2306,2,17.464101032351707,135.6231603258632
2023-07-30 04:36:55,1690691815,2023,7,30,4,2306,2,18.084351657737095,134.86161490315553
2023-07-30 10:36:55,1690713415,2023,7,30,10,2306,2,18.48021933570572,134.33456629971886
2023-07-30 16:36:55,1690735015,2023,7,30,16,2306,2,19.085663240123083,133.55203178303557
2023-07-30 22:36:55,1690756615,2023,7,30,22,2306,2,19.644039027569786,132.72525879472522
2023-07-31 04:36:55,1690778215,2023,7,31,4,2306,2,20.059387073530807,132.1851729732773
2023-07-31 10:36:55,1690799815,2023,7,31,10,2306,2,20.66979222913395,131.37226062181253
2023-07-31 16:36:55,1690821415,2023,7,31,16,2306,2,21.2954135641258,130.514366129767
2023-07-31 22:36:55,1690843015,2023,7,31,22,2306,2,21.734174462896526,129.96457472063173
2023-08-01 04:36:55,1690864615,2023,8,1,4,2306,2,22.423394314357495,129.1600118519858
2023-08-01 10:36:55,1690886215,2023,8,1,10,2306,2,23.131946342475814,128.41711437819106
2023-08-01 16:36:55,1690907815,2023,8,1,16,2306,2,23.656640071573598,127.98679108192363
2023-08-01 22:36:55,1690929415,2023,8,1,22,2306,2,24.492194422725024,127.40866830827447
2023-08-02 04:36:55,1690951015,2023,8,2,4,2306,2,25.37851821627015,126.93640835261814
2023-08-02 10:36:55,1690972615,2023,8,2,10,2306,2,25.978185506159928,126.69242954768919
2023-08-02 16:36:55,1690994215,2023,8,2,16,2306,2,26.885073624001695,126.4015542543625
2023-08-02 22:36:55,1691015815,2023,8,2,22,2306,2,27.791030656014073,126.28074219292557
2023-08-03 04:36:55,1691037415,2023,8,3,4,2306,2,28.376482960561717,126.2648642753387
2023-08-03 10:36:55,1691059015,2023,8,3,10,2306,2,29.196769679871593,126.28172257201203
2023-08-03 16:36:55,1691080615,2023,8,3,16,2306,2,30.02860767159151,126.39891346215417
2023-08-03 22:36:55,1691102215,2023,8,3,22,2306,2,30.63572841805507,126.43971162802373
2023-08-04 04:36:55,1691123815,2023,8,4,4,2306,2,31.467791911632574,126.51476741184204
2023-08-04 10:36:55,1691145415,2023,8,4,10,2306,2,32.259181397484774,126.67734369409196
2023-08-04 16:36:55,1691167015,2023,8,4,16,2306,2,32.76618494120773,126.83970210109015
2023-08-04 22:36:55,1691188615,2023,8,4,22,2306,2,33.48974348553601,127.20872814832077
2023-08-05 04:36:55,1691210215,2023,8,5,4,2306,2,34.2302795366581,127.6533766128677
2023-08-05 10:36:55,1691231815,2023,8,5,10,2306,2,34.69776942532986,127.98515372540545
2023-08-05 16:36:55,1691253415,2023,8,5,16,2306,2,35.35891051368591,128.5035023624896
2023-08-05 22:36:55,1691275015,2023,8,5,22,2306,2,35.94810649120021,129.03668868952184
2023-08-06 04:36:55,1691296615,2023,8,6,4,2306,2,36.2936809990072,129.41449744570468
2023-08-06 10:36:55,1691318215,2023,8,6,10,2306,2,36.82011311628318,129.9749709024892
2023-08-06 16:36:55,1691339815,2023,8,6,16,2306,2,37.24194281716512,130.49743811318606
2023-08-06 22:36:55,1691361415,2023,8,6,22,2306,2,37.61153846153846,131.1557692307692
2023-08-09 05:32:18,1691559138,2023,8,9,5,2307,0,17.42285714285714,144.77999999999997
2023-08-09 11:32:18,1691580738,2023,8,9,11,2307,0,17.997105118583605,144.38415262054886
2023-08-09 17:32:18,1691602338,2023,8,9,17,2307,0,18.917354118955227,143.7149933989054
2023-08-09 23:32:18,1691623938,2023,8,9,23,2307,0,19.46322294850417,143.23332227116163
2023-08-10 05:32:18,1691645538,2023,8,10,5,2307,0,20.224814875902165,142.44997929502415
2023-08-10 11:32:18,1691667138,2023,8,10,11,2307,0,21.004613700705487,141.7027515458868
2023-08-10 17:32:18,1691688738,2023,8,10,17,2307,0,21.550247279849316,141.19923990082907
2023-08-10 23:32:18,1691710338,2023,8,10,23,2307,0,22.325150737281028,140.55171011163074
2023-08-11 05:32:18,1691731938,2023,8,11,5,2307,0,22.83896880691533,140.17729307134283
2023-08-11 11:32:18,1691753538,2023,8,11,11,2307,0,23.64794909069266,139.64996294242053
2023-08-11 17:32:18,1691775138,2023,8,11,17,2307,0,24.442674986594454,139.24354950858927
2023-08-11 23:32:18,1691796738,2023,8,11,23,2307,0,24.993845713947273,139.01301949524017
2023-08-12 05:32:18,1691818338,2023,8,12,5,2307,0,25.840075483957825,138.67443018483928
2023-08-12 11:32:18,1691839938,2023,8,12,11,2307,0,26.414314199046302,138.42493952588833
2023-08-12 17:32:18,1691861538,2023,8,12,17,2307,0,27.33876192322241,138.15984900888867
2023-08-12 23:32:18,1691883138,2023,8,12,23,2307,0,28.383708320301995,138.0533570196097
2023-08-13 05:32:18,1691904738,2023,8,13,5,2307,0,29.038877917068824,138.06324609856878
2023-08-13 11:32:18,1691926338,2023,8,13,11,2307,0,29.99814204461354,138.29030693592514
2023-08-13 17:32:18,1691947938,2023,8,13,17,2307,0,30.630349956720245,138.46393171415716
2023-08-13 23:32:18,1691969538,2023,8,13,23,2307,0,31.55052221283461,138.80497722405866
2023-08-14 05:32:18,1691991138,2023,8,14,5,2307,0,32.36459013849107,139.2868376096245
2023-08-14 11:32:18,1692012738,2023,8,14,11,2307,0,32.891712308425404,139.66533843101732
2023-08-14 17:32:18,1692034338,2023,8,14,17,2307,0,33.68634493113942,140.32399130572
2023-08-14 23:32:18,1692055938,2023,8,14,23,2307,0,34.210638530981576,140.79193998035976
2023-08-15 05:32:18,1692077538,2023,8,15,5,2307,0,35.05653595026574,141.48506982877126
2023-08-15 11:32:18,1692099138,2023,8,15,11,2307,0,35.99976868170819,142.23779758468405
2023-08-15 17:32:18,1692120738,2023,8,15,17,2307,0,36.62674012066353,142.75721961061777
2023-08-15 23:32:18,1692142338,2023,8,15,23,2307,0,37.55449633989978,143.57880938654293
2023-08-16 05:32:18,1692163938,2023,8,16,5,2307,0,38.17273444943911,144.1234655596908
2023-08-16 11:32:18,1692185538,2023,8,16,11,2307,0,39.079433961167396,144.86085766761215
2023-08-16 17:32:18,1692207138,2023,8,16,17,2307,0,39.97930307114091,145.5342444235304
2023-08-16 23:32:18,1692228738,2023,8,16,23,2307,0,40.578032536307056,145.95034097534673
2023-08-17 05:32:18,1692250338,2023,8,17,5,2307,0,41.41425112600421,146.74665559892105
2023-08-17 11:32:18,1692271938,2023,8,17,11,2307,0,41.98634871557682,147.33087189836777
2023-08-17 17:32:18,1692293538,2023,8,17,17,2307,0,42.79037236553146,148.21070413434214
2023-08-17 23:32:18,1692315138,2023,8,17,23,2307,0,43.5273885595386,149.09062533040935
2023-08-18 05:32:18,1692336738,2023,8,18,5,2307,0,44.015335161142616,149.74496044178022
2023-08-18 11:32:18,1692358338,2023,8,18,11,2307,0,44.68828437004942,150.74069901810816
2023-08-18 17:32:18,1692379938,2023,8,18,17,2307,0,45.39714285714286,151.59714285714284
2023-08-20 18:27:41,1692556061,2023,8,20,18,2308,1,16.6,151.60833333333332
2023-08-21 00:27:41,1692577661,2023,8,21,0,2308,1,17.279735802775395,151.25793962807737
2023-08-21 06:27:41,1692599261,2023,8,21,6,2308,1,18.505692526798914,150.7330574464969
2023-08-21 12:27:41,1692620861,2023,8,21,12,2308,1,19.709406444774768,149.79269529775132
2023-08-21 18:27:41,1692642461,2023,8,21,18,2308,1,20.94013213012949,148.56972856260714
2023-08-22 00:27:41,1692664061,2023,8,22,0,2308,1,21.740111376930432,147.71343560665204
2023-08-22 06:27:41,1692685661,2023,8,22,6,2308,1,22.962111597488725,146.51531475068725
2023-08-22 12:27:41,1692707261,2023,8,22,12,2308,1,24.179069325980688,145.50081697015912
2023-08-22 18:27:41,1692728861,2023,8,22,18,2308,1,25.505842736186533,144.9801067646241
2023-08-23 00:27:41,1692750461,2023,8,23,0,2308,1,26.41718199363702,144.8907659603141
2023-08-23 06:27:41,1692772061,2023,8,23,6,2308,1,27.929521161591353,144.8477723931621
2023-08-23 12:27:41,1692793661,2023,8,23,12,2308,1,29.428432691136454,145.03952559177827
2023-08-23 18:27:41,1692815261,2023,8,23,18,2308,1,30.833296609176386,145.4245431409516
2023-08-24 00:27:41,1692836861,2023,8,24,0,2308,1,31.683675898568783,145.75665492558855
2023-08-24 06:27:41,1692858461,2023,8,24,6,2308,1,32.98770139358663,146.21784132681452
2023-08-24 12:27:41,1692880061,2023,8,24,12,2308,1,34.239184171248546,146.92653872401004
2023-08-24 18:27:41,1692901661,2023,8,24,18,2308,1,35.450217197428515,147.83931243690296
2023-08-25 00:27:41,1692923261,2023,8,25,0,2308,1,36.23193682520967,148.54845846315445
2023-08-25 06:27:41,1692944861,2023,8,25,6,2308,1,37.43020900335237,149.74307095756507
